7/9/2018 6:49:31 PM,System.Exception,"Error occurred during application startup","   at RockWeb.Global.Application_Start(Object sender, EventArgs e) in \\vmware-host\shared folders\Documents\GitHub\RockSDK_7.4\RockWeb\App_Code\Global.asax.cs:line 334"
7/9/2018 6:49:31 PM,System.TypeInitializationException,"The type initializer for 'System.Data.Entity.Internal.AppConfig' threw an exception.","   at System.Data.Entity.Internal.AppConfig.get_DefaultInstance()
   at System.Data.Entity.Internal.LazyInternalConnection..ctor(DbContext context, String nameOrConnectionString)
   at System.Data.Entity.DbContext..ctor()
   at Rock.Data.RockContext..ctor()
   at Rock.Model.ExceptionLogService.LogExceptions(Exception ex, ExceptionLog log, Boolean isParent)"
7/9/2018 6:49:31 PM,System.Configuration.ConfigurationErrorsException,"Unable to open configSource file 'web.ConnectionStrings.config'. (\\vmware-host\Shared Folders\Documents\GitHub\RockSDK_7.4\RockWeb\web.config line 25)","   at System.Configuration.BaseConfigurationRecord.EvaluateOne(String[] keys, SectionInput input, Boolean isTrusted, FactoryRecord factoryRecord, SectionRecord sectionRecord, Object parentResult)
   at System.Configuration.BaseConfigurationRecord.Evaluate(FactoryRecord factoryRecord, SectionRecord sectionRecord, Object parentResult, Boolean getLkg, Boolean getRuntimeObject, Object& result, Object& resultRuntimeObject)
   at System.Configuration.BaseConfigurationRecord.GetSectionRecursive(String configKey, Boolean getLkg, Boolean checkPermission, Boolean getRuntimeObject, Boolean requestIsHere, Object& result, Object& resultRuntimeObject)
   at System.Configuration.BaseConfigurationRecord.GetSection(String configKey)
   at System.Web.HttpContext.GetSection(String sectionName)
   at System.Web.Configuration.HttpConfigurationSystem.GetSection(String sectionName)
   at System.Web.Configuration.HttpConfigurationSystem.System.Configuration.Internal.IInternalConfigSystem.GetSection(String configKey)
   at System.Configuration.ConfigurationManager.get_ConnectionStrings()
   at System.Data.Entity.Internal.AppConfig..ctor()
   at System.Data.Entity.Internal.AppConfig..cctor()"
7/9/2018 6:49:31 PM,System.Exception,"Error occurred during application startup","   at RockWeb.Global.Application_Start(Object sender, EventArgs e) in \\vmware-host\shared folders\Documents\GitHub\RockSDK_7.4\RockWeb\App_Code\Global.asax.cs:line 334"
7/9/2018 6:49:31 PM,System.TypeInitializationException,"The type initializer for 'System.Data.Entity.Internal.AppConfig' threw an exception.","   at System.Data.Entity.Internal.AppConfig.get_DefaultInstance()
   at System.Data.Entity.Internal.LazyInternalConnection..ctor(DbContext context, String nameOrConnectionString)
   at System.Data.Entity.DbContext..ctor()
   at Rock.Data.RockContext..ctor()
   at Rock.Model.ExceptionLogService.LogExceptions(Exception ex, ExceptionLog log, Boolean isParent)
   at System.Data.Entity.Internal.AppConfig.get_DefaultInstance()
   at System.Data.Entity.Internal.LazyInternalConnection..ctor(DbContext context, String nameOrConnectionString)
   at System.Data.Entity.DbContext..ctor()
   at Rock.Data.RockContext..ctor()
   at Rock.Web.Cache.GlobalAttributesCache.Load(RockContext rockContext)
   at Rock.Web.Cache.GlobalAttributesCache.<>c__DisplayClass26_0.<Read>b__0()
   at Rock.Web.Cache.GlobalAttributesCache.GetOrAddExisting(String key, Func`1 valueFactory)
   at Rock.Web.Cache.GlobalAttributesCache.Read(RockContext rockContext)
   at Rock.Web.Cache.GlobalAttributesCache.Read()
   at RockWeb.Global.SendNotification(Exception ex) in \\vmware-host\shared folders\Documents\GitHub\RockSDK_7.4\RockWeb\App_Code\Global.asax.cs:line 969"
7/9/2018 6:49:31 PM,System.Configuration.ConfigurationErrorsException,"Unable to open configSource file 'web.ConnectionStrings.config'. (\\vmware-host\Shared Folders\Documents\GitHub\RockSDK_7.4\RockWeb\web.config line 25)","   at System.Configuration.BaseConfigurationRecord.EvaluateOne(String[] keys, SectionInput input, Boolean isTrusted, FactoryRecord factoryRecord, SectionRecord sectionRecord, Object parentResult)
   at System.Configuration.BaseConfigurationRecord.Evaluate(FactoryRecord factoryRecord, SectionRecord sectionRecord, Object parentResult, Boolean getLkg, Boolean getRuntimeObject, Object& result, Object& resultRuntimeObject)
   at System.Configuration.BaseConfigurationRecord.GetSectionRecursive(String configKey, Boolean getLkg, Boolean checkPermission, Boolean getRuntimeObject, Boolean requestIsHere, Object& result, Object& resultRuntimeObject)
   at System.Configuration.BaseConfigurationRecord.GetSection(String configKey)
   at System.Web.HttpContext.GetSection(String sectionName)
   at System.Web.Configuration.HttpConfigurationSystem.GetSection(String sectionName)
   at System.Web.Configuration.HttpConfigurationSystem.System.Configuration.Internal.IInternalConfigSystem.GetSection(String configKey)
   at System.Configuration.ConfigurationManager.get_ConnectionStrings()
   at System.Data.Entity.Internal.AppConfig..ctor()
   at System.Data.Entity.Internal.AppConfig..cctor()"
7/9/2018 6:53:58 PM,System.Exception,"Error occurred during application startup","   at RockWeb.Global.Application_Start(Object sender, EventArgs e) in \\vmware-host\shared folders\Documents\GitHub\RockSDK_7.4\RockWeb\App_Code\Global.asax.cs:line 334"
7/9/2018 6:53:58 PM,System.TypeInitializationException,"The type initializer for 'System.Data.Entity.Internal.AppConfig' threw an exception.","   at System.Data.Entity.Internal.AppConfig.get_DefaultInstance()
   at System.Data.Entity.Internal.LazyInternalConnection..ctor(DbContext context, String nameOrConnectionString)
   at System.Data.Entity.DbContext..ctor()
   at Rock.Data.RockContext..ctor()
   at Rock.Model.ExceptionLogService.LogExceptions(Exception ex, ExceptionLog log, Boolean isParent)"
7/9/2018 6:53:58 PM,System.Configuration.ConfigurationErrorsException,"Unable to open configSource file 'web.ConnectionStrings.config'. (\\vmware-host\Shared Folders\Documents\GitHub\RockSDK_7.4\RockWeb\web.config line 25)","   at System.Configuration.BaseConfigurationRecord.EvaluateOne(String[] keys, SectionInput input, Boolean isTrusted, FactoryRecord factoryRecord, SectionRecord sectionRecord, Object parentResult)
   at System.Configuration.BaseConfigurationRecord.Evaluate(FactoryRecord factoryRecord, SectionRecord sectionRecord, Object parentResult, Boolean getLkg, Boolean getRuntimeObject, Object& result, Object& resultRuntimeObject)
   at System.Configuration.BaseConfigurationRecord.GetSectionRecursive(String configKey, Boolean getLkg, Boolean checkPermission, Boolean getRuntimeObject, Boolean requestIsHere, Object& result, Object& resultRuntimeObject)
   at System.Configuration.BaseConfigurationRecord.GetSection(String configKey)
   at System.Web.HttpContext.GetSection(String sectionName)
   at System.Web.Configuration.HttpConfigurationSystem.GetSection(String sectionName)
   at System.Web.Configuration.HttpConfigurationSystem.System.Configuration.Internal.IInternalConfigSystem.GetSection(String configKey)
   at System.Configuration.ConfigurationManager.get_ConnectionStrings()
   at System.Data.Entity.Internal.AppConfig..ctor()
   at System.Data.Entity.Internal.AppConfig..cctor()"
10/24/2018 3:50:10 PM,System.Exception,"Error occurred during application startup","   at RockWeb.Global.Application_Start(Object sender, EventArgs e) in c:\Users\Daniel Rychlik\Desktop\RockSDK_7.4\RockWeb\App_Code\Global.asax.cs:line 334"
10/24/2018 3:50:10 PM,System.Exception,"Could not connect to the SQL database! Please check the 'RockContext' connection string in the web.ConnectionString.config file.","   at RockWeb.Global.MigratePlugins(RockContext rockContext) in c:\Users\Daniel Rychlik\Desktop\RockSDK_7.4\RockWeb\App_Code\Global.asax.cs:line 683
   at RockWeb.Global.Application_Start(Object sender, EventArgs e) in c:\Users\Daniel Rychlik\Desktop\RockSDK_7.4\RockWeb\App_Code\Global.asax.cs:line 176"
10/24/2018 3:50:10 PM,System.Data.SqlClient.SqlException,"Cannot open database "RockNPM2" requested by the login. The login failed.
Login failed for user 'sa'.","   at System.Data.ProviderBase.DbConnectionPool.TryGetConnection(DbConnection owningObject, UInt32 waitForMultipleObjectsTimeout, Boolean allowCreate, Boolean onlyOneCheckConnection, DbConnectionOptions userOptions, DbConnectionInternal& connection)
   at System.Data.ProviderBase.DbConnectionPool.TryGetConnection(DbConnection owningObject, TaskCompletionSource`1 retry, DbConnectionOptions userOptions, DbConnectionInternal& connection)
   at System.Data.ProviderBase.DbConnectionFactory.TryGetConnection(DbConnection owningConnection, TaskCompletionSource`1 retry, DbConnectionOptions userOptions, DbConnectionInternal oldConnection, DbConnectionInternal& connection)
   at System.Data.ProviderBase.DbConnectionInternal.TryOpenConnectionInternal(DbConnection outerConnection, DbConnectionFactory connectionFactory, TaskCompletionSource`1 retry, DbConnectionOptions userOptions)
   at System.Data.ProviderBase.DbConnectionClosed.TryOpenConnection(DbConnection outerConnection, DbConnectionFactory connectionFactory, TaskCompletionSource`1 retry, DbConnectionOptions userOptions)
   at System.Data.SqlClient.SqlConnection.TryOpenInner(TaskCompletionSource`1 retry)
   at System.Data.SqlClient.SqlConnection.TryOpen(TaskCompletionSource`1 retry)
   at System.Data.SqlClient.SqlConnection.Open()
   at RockWeb.Global.MigratePlugins(RockContext rockContext) in c:\Users\Daniel Rychlik\Desktop\RockSDK_7.4\RockWeb\App_Code\Global.asax.cs:line 679"
